Position,Artist Name,Song Name,Days,Peak Position,Total Streams
7778,Snoop Dogg ,Gin N Juice,2,100,549033
7779,ODESZA ,The Last Goodbye,2,109,548813
7780,Trippie Redd ,Me Likey,2,120,548680
7781,Megan Thee Stallion ,NDA,2,114,548588
7782,ZAYN ,INTERMISSION: fLoWer,4,92,548183
7783,Avril Lavigne ,Dumb Blonde,2,127,547891
7784,Mac Miller ,People Under The Stairs,2,90,547881
7785,Stray Kids ,CASE 143,2,97,547846
7786,The Beatles ,Love Me Do  Remastered,4,83,547735
7787,Big Sean ,What A Life,2,91,547673
7788,Diplo ,Heartless,2,166,546598
7789,Cordae ,Chronicles,2,86,546507
7790,Michael Bublé ,Home,2,104,546483
7791,Selena Gomez ,Dámelo To’,2,82,546352
7792,Kesha ,Let 'Em Talk,2,59,546259
7793,NLE Choppa ,Make Em Say,2,124,546074
7794,Demi Lovato ,I'll Be Home For Christmas  Recorded at Spotify Studios NYC,2,139,545886
7795,Gucci Mane ,Peepin out the Blinds,2,108,545388
7796,Conan Gray ,Wish You Were Sober,2,106,544651
7797,Imagine Dragons ,Sharks,2,126,544580
7798,HAIM ,Want You Back,2,89,544538
7799,DJ Khaled ,Big Boy Talk,2,118,544398
7800,Don Toliver ,2AM,2,75,544295
7801,Mac Miller ,Diablo,2,99,544051
7802,Moneybagg Yo ,Say Na,2,118,543967
7803,David Bowie ,Starman  2012 Remastered Version,3,60,542691
7804,Tory Lanez ,Accidents Happen,2,76,542558
7805,DMX ,What's My Name,2,125,542315
7806,Kodak Black ,Day for Day,3,144,542153
7807,Rich The Kid ,Red,2,192,542126
7808,Ed Sheeran ,The Joker And The Queen,2,76,541720
7809,Kenny Chesney ,Happy Does,2,120,541371
7810,Dua Lipa ,Boys Will Be Boys,2,114,541335
7811,Megan Thee Stallion ,Go Crazy,2,110,541257
7812,Sam Smith ,"River  Recorded At RAK Studios, London",2,134,540859
7813,KAROL G ,LOCATION,2,94,540445
7814,Lil Baby ,Russian Roulette,2,125,540389
7815,Daft Punk ,Harder Better Faster Stronger,2,72,540334
7816,Young Thug ,Scoliosis,2,96,539804
7817,Future ,Maybach,5,173,539532
7818,Russ ,SMALL TALK,2,90,538242
7819,The Lumineers ,Gloria,2,150,537896
7820,JORDY23 ,DopeBoyFlex,2,118,537649
7821,Bryson Tiller ,Teach Me a Lesson,2,96,537574
7822,Lil Wayne ,Piano Trap,2,157,537427
7823,SZA ,Percolator,2,156,537161
7824,Romeo Santos ,El Pañuelo,2,141,537089
7825,Kane Brown ,Last Time I Say Sorry,2,110,536972
7826,Lil Durk ,Golden Child,2,96,535336
7827,Central Cee ,LET GO,2,165,535155
7828,Young Thug ,Road Rage,2,94,534603
7829,Kygo ,Dancing Feet,2,91,534517
7830,Young Thug ,Cartier Gucci Scarf,2,113,534068
7831,Lauv ,Love Somebody,2,81,533562
7832,Iggy Azalea ,Work,10,88,533427
7833,Run The Jewels ,never look back,2,96,533152
7834,LANY ,Thru These Tears,2,91,532484
7835,The Lumineers ,Gun Song,4,118,532392
7836,Megan Thee Stallion ,Work That,2,116,532319
7837,$uicideboy$ ,Unlucky Me,2,129,531485
7838,Russ ,3AM,2,110,531450
7839,Mitski ,Love Me More,2,96,531384
7840,Maren Morris ,Circles Around This Town,2,111,530953
7841,Rae Sremmurd ,Perplexing Pegasus,2,120,530595
7842,SZA ,Miles,2,154,530533
7843,YNW Melly ,I Ain't Lying,2,130,530251
7844,Tony DeSare ,I'll Be Home for Christmas,2,69,529832
7845,2 Chainz ,Save Me,2,108,529495
7846,Joji ,WANTED U,2,113,529328
7847,Kevin Gates ,Hard For,5,179,529263
7848,6ix9ine ,93,2,99,528387
7849,Logic ,Paradise,5,144,528380
7850,Tove Lo ,Influence,3,92,528162
7851,Bad Bunny ,Tenemos Que Hablar,2,171,527802
7852,Red Hot Chili Peppers ,Under The Bridge,4,127,527793
7853,Lil Monet ,Blueberry Fergo,2,150,527641
7854,Lil Tecca ,IDK,2,138,527322
7855,A$AP Mob ,Perry Aye,2,102,526768
7856,Anderson .Paak ,Who R U?,2,115,526170
7857,$uicideboy$ ,WE ENVY NOTHING IN THE WORLD.,2,98,525175
7858,Linkin Park ,Breaking The Habit,2,85,524991
7859,Karinah ,No Fim do Mundo,2,93,524978
7860,Jimin ,With You,2,92,524568
7861,Lil Tecca ,Fallin,2,110,524202
7862,Lil Yachty ,love me forever,2,109,523809
7863,Lil Durk ,No Interviews,2,126,523689
7864,Bo Burnham ,30,2,142,523071
7865,Los Del Limit ,Siendo Sincero,2,143,522759
7866,YG ,Blood Walk,2,147,522716
7867,Imagine Dragons ,Zero,2,153,522504
7868,Tory Lanez ,The Trade,2,106,522306
7869,The Strokes ,Selfless,2,89,522237
7870,LE SSERAFIM ,ANTIFRAGILE,2,141,522228
7871,Andrew Andraos ,Ave Maria,2,80,522175
7872,T.I. ,New National Anthem,8,97,522110
7873,Coldplay ,The Scientist,4,71,521994
7874,A Boogie Wit da Hoodie ,Last Time,1,84,521951
7875,Julia Michaels ,Anxiety,2,127,521180
7876,Usher ,Yeah,4,95,521176
7877,Lil Wayne ,Bastard (Satan's Kid),2,178,520905
7878,Young Thug ,Check,7,164,520840
7879,ZAYN ,lUcOzAdE,4,112,520565
7880,Luke Combs ,South On Ya,2,90,520547
7881,Lennon Stella ,Summer Feelings,2,144,520419
7882,Mac Miller ,The Scoop On Heaven,2,114,519730
7883,Logic ,Stainless,4,115,519460
7884,Future ,In Her Mouth,5,179,519138
7885,TW3LVE ,"Look at Me, Don't Look at Me",1,46,518359
7886,Lainey Wilson ,Heart Like A Truck,2,176,518312
7887,ZAYN ,tRuTh,4,111,518172
7888,Yo Gotti ,Drop,2,116,517646
7889,Chris Brown ,Iffy,2,120,517400
7890,Ty Dolla $ign ,3 Wayz,4,186,516212
7891,Mac Miller ,Willie Dynamite,2,108,515894
7892,David Bowie ,Rebel Rebel  1999 Remastered Version,3,61,515785
7893,$uicideboy$ ,Ugliest,2,117,515684
7894,Gucci Mane ,Rich Ass Junkie,2,116,515031
7895,Florida Georgia Line ,Second Guessing,2,123,514436
7896,Chlöe ,Treat Me,2,123,514392
7897,BTS ,Film out,2,97,514331
7898,Avril Lavigne ,Bite Me,2,140,514115
7899,DJ Drama ,Wishing,4,149,513964
7900,Isaiah Rashad ,All Herb,2,106,513949
7901,YoungBoy Never Broke Again ,Time I'm On,2,127,513832
7902,Zach Bryan ,Summertime Blues,2,142,513278
7903,Isaiah Rashad ,Hey Mista,2,108,512554
7904,Shawn Mendes ,When You're Ready,2,151,512382
7905,Marian Hill ,Down,3,173,511396
7906,TOMORROW X TOGETHER ,Good Boy Gone Bad,2,146,510796
7907,Drake ,November 18th,2,149,510774
7908,Otis Redding ,(Sittin' On) the Dock of the Bay,2,127,510701
7909,Doris Day ,Frosty the Snowman,2,73,510687
7910,Santana ,Black Magic Woman  Single Version,2,115,510648
7911,Vampire Weekend ,2021,2,155,510452
7912,Bryson Tiller ,Set It Off,2,108,510159
7913,blink,182  I Really Wish I Hated You,2,141,509830
7914,Glee Cast ,"Baby, It's Cold Outside (Glee Cast Version)",3,100,509661
7915,Lil Wayne ,A Milli,2,145,509585
7916,NF ,Hate Myself,2,150,509524
7917,Rvssian ,No Me Ame,2,117,509416
7918,Fall Out Boy ,Novocaine,7,99,509395
7919,Kid Cudi ,Swim In The Light,2,70,509291
7920,Creedence Clearwater Revival ,Bad Moon Rising,2,118,509267
7921,NAV ,Know Me,2,169,508600
7922,Lil Mosey ,Try Me,2,121,507497
7923,Zach Bryan ,Sun to Me,2,191,507117
7924,Big Sean ,Reason (& Metro Boomin),2,125,506580
7925,Common ,Glory (From the Motion Picture Selma),6,70,506554
7926,townhall ,We Strugglin',2,95,506289
7927,BTS ,Trivia 起 : Just Dance,2,118,506203
7928,ROSALÍA ,CANDY,2,118,505996
7929,YG ,666,2,132,505942
7930,Bruno Mars ,Treasure,7,110,505898
7931,Ast3p ,Close To Me,2,109,505884
7932,A Boogie Wit da Hoodie ,Food for Thought,1,91,505636
7933,Bo Burnham ,Problematic,2,157,505549
7934,Baxuz ,Future,2,110,505530
7935,Bryson Tiller ,Money Problems / Benz Truck,2,109,505442
7936,Bo Burnham ,How the World Works,2,150,505355
7937,Harry Belafonte ,Mary's Boy Child,1,133,505346
7938,Summer Walker ,Potential,2,137,504691
7939,Future ,Massage In My Room,2,98,504564
7940,Childish Gambino ,35.31,2,135,504125
7941,Adele ,Rumour Has It,4,189,504059
7942,Mitski ,The Only Heartbreaker,2,120,504001
7943,Gucci Mane ,Shit Crazy,2,128,503781
7944,YBN Nahmir ,2 Seater,2,133,503447
7945,Quinn XCII ,My Wife & 2 Dogs,2,125,503304
7946,Vance Joy ,Lay It On Me,2,89,502901
7947,Troye Sivan ,Bloom,2,151,502864
7948,2 Chainz ,Quarantine Thick,2,131,502481
7949,King Von ,"Crazy Story, Pt. 3",2,130,502462
7950,Tyga ,Sunshine,2,159,502416
7951,CHVRCHES ,Leave A Trace,5,90,502331
7952,Thomas Rhett ,Grave,2,77,501788
7953,Jax Jones ,Instruction,3,191,501559
7954,Nicki Minaj ,Run & Hide,2,132,501210
7955,$uicideboy$ ,Bleach,2,109,501026
7956,Key Glock ,Something Bout Me,2,124,500713
7957,Selena Gomez ,Camouflage,5,118,500711
7958,Lovejoy ,The Fall,2,117,500708
7959,Rich The Kid ,Two Cups,2,158,500106
7960,ZAYN ,SHE DON'T LOVE ME,4,115,499774
7961,Future ,Flip,2,102,499536
7962,Fall Out Boy ,Church,2,115,498922
7963,Isaiah Rashad ,True Story,2,119,498895
7964,Conan Gray ,Astronomy,2,113,498735
7965,Kacey Musgraves ,Slow Burn,2,144,498356
7966,Lil Pump ,Youngest Flexer,2,97,497504
7967,Cole Swindell ,Middle of a Memory,4,193,497363
7968,6LACK ,Disconnect,2,142,497220
7969,Bo Burnham ,White Woman’s Instagram,2,167,497050
7970,Dreamville ,Got Me,2,133,496664
7971,Gorillaz ,Charger,2,100,496633
7972,Marilyn Manson ,This is Halloween  Pop Version,2,163,496339
7973,a,ha  Take on Me,6,136,495422
7974,DaBaby ,Neighborhood Superstar,2,161,495104
7975,Ariana Grande ,The Way,2,109,494998
7976,$uicideboy$ ,Lighting the Flames of My Own Personal Hell,2,107,494642
7977,The Carters ,SUMMER,2,152,494118
7978,Glass Animals ,Dreamland,2,159,494006
7979,Meek Mill ,Hot,2,113,493252
7980,Empire of the Sun ,Walking On A Dream,3,88,492881
7981,Young Thug ,Real In My Veins,2,141,492815
7982,Rick Ross ,I Think She Like Me,3,172,492203
7983,Hilary Duff ,All About You,9,127,492110
7984,A$AP Mob ,Walk On Water,2,122,492000
7985,Gucci Mane ,Both Sides,2,141,491686
7986,Imagine Dragons ,It's Time,10,177,491506
7987,Fiona Apple ,Under The Table,2,140,491367
7988,Florida Georgia Line ,Women,2,178,491349
7989,Fetty Wap ,Sweet Yamz,2,159,491067
7990,Gryffin ,Hold You Tonight,2,97,490545
7991,Paul Simon ,Me and Julio Down by the Schoolyard,2,102,490234
7992,Lady Gaga ,I'll Never Love Again  Film Version,2,154,489927
7993,Wiz Khalifa ,Gin and Drugs,2,160,488965
7994,Tyga ,Hookah,10,153,488881
7995,Blueface ,First Class,2,145,488780
7996,Marian Hill ,Got It,7,109,488335
7997,Calvin Harris ,Feel So Close,2,80,488300
7998,BTS ,I'm Fine,2,138,488109
7999,Oasis ,Wonderwall  Remastered,3,181,487806
8000,Nicki Minaj ,Four Door Aventador,7,107,487712
8001,Cheat Codes ,Put Me Back Together,2,113,487692
8002,Bo Burnham ,Don't Wanna Know,2,171,487450
8003,J Balvin ,Blanco,2,155,487158
8004,Pop Smoke ,Christopher Walking,2,177,487113
8005,Moneybagg Yo ,Scorpio,2,114,486969
8006,Bo Burnham ,FaceTime with my Mom (Tonight),2,178,486112
8007,Sublime ,What I Got,3,109,485686
8008,Bo Burnham ,Unpaid Intern,2,159,485367
8009,Diana Krall ,Jingle Bells,4,81,485299
8010,Vince Staples ,LAW OF AVERAGES,2,131,485202
8011,Cordae ,Wassup,2,112,484897
8012,Summer Walker ,Fun Girl,2,151,483812
8013,Lil Tecca ,Sidenote,2,193,482992
8014,Wiz Khalifa ,Still Wiz,2,118,482888
8015,Childish Gambino ,32.22,2,138,482404
8016,DJ Khaled ,I Can't Even Lie,2,92,482319
8017,Kanye West ,Nah Nah Nah,2,100,482058
8018,Gucci Mane ,Tootsies,2,163,482041
8019,Justin Timberlake ,Breeze Off the Pond,2,111,481348
8020,Isaiah Rashad ,Score,2,136,481147
8021,Joyner Lucas ,Ye Not Crazy,2,172,480662
8022,Bazzi ,03:15,2,123,479813
8023,ABBA ,Dancing Queen,2,124,478933
8024,JENNIE ,SOLO,2,150,478408
8025,TWICE ,Feel Special,2,142,478231
8026,2 Chainz ,Million Dollars Worth of Game,2,154,477847
8027,The Beatles ,Yellow Submarine  Remastered,4,106,476619
8028,Palisades ,Happy,9,155,476587
8029,Ella Mai ,Whatchamacallit,2,150,476494
8030,Wiz Khalifa ,High Today,2,128,476474
8031,Bruce Springsteen ,Glory Days,2,132,476170
8032,The Strokes ,Bad Decisions,2,120,475720
8033,Jake Owen ,Barefoot Blue Jean Night,2,165,475565
8034,blink,182  All The Small Things,5,116,475321
8035,Chase Atlantic ,OHMAMI,2,155,474701
8036,GAYLE ,abcdefu (angrier),2,163,474313
8037,Run The Jewels ,the ground below,2,126,472646
8038,DJ Khaled ,Down for Life,2,100,472189
8039,Action Bronson ,Baby Blue,6,126,471787
8040,Pitbull ,Messin' Around,4,183,471389
8041,Marc E. Bassy ,Plot Twist,2,125,471285
8042,DJ Khaled ,It's Secured,2,90,470812
8043,Childish Gambino ,Les,2,191,470561
8044,Drake ,The Language,10,164,470462
8045,blink,182  No Future,3,116,469917
8046,Joey Bada$$ ,FOR MY PEOPLE,2,106,469429
8047,Jazmine Sullivan ,Girl Like Me,2,165,469309
8048,A Boogie Wit da Hoodie ,Take Shots,1,100,469279
8049,Camila Cabello ,Never Be the Same,2,157,469109
8050,Olly Murs ,Kiss Me,5,154,468626
8051,Rich The Kid ,Dead Friends,2,133,468122
8052,Future ,Mink Flow,2,122,467193
8053,Bing Crosby ,Frosty The Snowman  Remastered 2006,2,117,467134
8054,Bazzi ,Honest,2,162,466971
8055,The Weeknd ,The Hills  Remix,4,108,466816
8056,Labrinth ,Forever,2,184,466504
8057,David Nail ,Night's On Fire,4,185,465974
8058,YoungBoy Never Broke Again ,Know Like I Know,2,153,465166
8059,Gorillaz ,Busted and Blue,2,122,464978
8060,Jessie J ,Sweet Talker,8,143,463958
8061,Cheat Codes ,Sex (Cheat Codes X Kris Kross Amsterdam),4,159,463852
8062,Neil Diamond ,Sweet Caroline,2,139,463807
8063,Halsey ,Roman Holiday,5,145,463731
8064,Ozuna ,Devuelveme,2,157,463623
8065,YoungBoy Never Broke Again ,Murda,2,182,463071
8066,Axwell /\ Ingrosso ,Sun Is Shining,5,98,462649
8067,girl in red ,Serotonin,2,181,462586
8068,A$AP Mob ,Blowin' Minds (Skateboard),2,121,462418
8069,Josh Gad ,When I Am Older,2,170,462385
8070,Iggy Azalea ,Heavy Crown,6,145,462176
8071,John Mayer ,Helpless,2,91,462020
8072,Chris Stapleton ,Cold,2,182,461645
8073,A$AP Mob ,Feels So Good,2,137,461393
8074,Dreamville ,PTSD,2,142,461125
8075,Blackstreet ,No Diggity,4,115,460976
8076,Sam Smith ,Not In That Way,6,107,459755
8077,Logic ,Can I Kick It,2,153,459055
8078,Joey Bada$$ ,Land of the Free,2,119,458707
8079,Anderson .Paak ,Trippy,2,164,458307
8080,Young Thug ,F Cancer (Boosie),4,125,457488
8081,Maluma ,Mala Mía,2,180,457487
8082,Disclosure ,Nocturnal,4,83,457095
8083,Linkin Park ,Sorry for Now,2,139,457080
8084,Walker Hayes ,AA,2,197,457049
8085,Natalie Cole ,This Will Be (An Everlasting Love),2,177,456794
8086,Galantis ,Gold Dust,6,133,456699
8087,DJ Khaled ,Major Bag Alert,2,104,456142
8088,Jamie xx ,I Know There's Gonna Be (Good Times),5,113,456123
8089,Laura Les ,Haunted,2,173,456094
8090,Paramore ,RoseColored Boy,2,120,455976
8091,John Mellencamp ,Pink Houses,2,151,455165
8092,Soundgarden ,Fell On Black Days,2,99,454863
8093,Lil Uzi Vert ,F.F.,2,148,454736
8094,Rod Wave ,Girl Of My Dreams,2,161,454701
8095,Jaudy ,Gatalo To,2,143,454218
8096,Joji ,worldstar money (interlude),2,190,454041
8097,Lady Gaga ,Hey Girl,3,122,453768
8098,JID ,151 Rum,2,177,453637
8099,Logic ,Deeper Than Money,3,122,452602
8100,Miley Cyrus ,High,2,178,452556
8101,Coldplay ,All I Can Think About Is You,2,125,452427
8102,Meek Mill ,1am,2,168,452082
8103,fun. ,Some Nights,6,98,451449
8104,Lil Tecca ,Molly Girl,2,182,451210
8105,Diddy ,Finna Get Loose,5,122,451026
8106,A Boogie Wit da Hoodie ,Money Conversations,1,112,450935
8107,Yo Gotti ,Down In the DM  Remix,4,166,450858
8108,Lil Skies ,Riot,2,174,450639
8109,Jameson Rodgers ,Cold Beer Calling My Name,2,156,450132
8110,Ariana Grande ,7 rings,1,61,449362
8111,Joey Bada$$ ,RING THE ALARM,2,116,449095
8112,Oasis ,Wonderwall,6,101,449036
8113,Ty Dolla $ign ,Powder Blue,2,168,448732
8114,Playboi Carti ,On That Time,1,148,448724
8115,Fifth Harmony ,Angel,2,81,448701
8116,Beck ,Heart Is A Drum,4,59,448626
8117,Fetty Wap ,How We Do Things,5,165,448405
8118,DMX ,X Gon' Give It To Ya  Int'l Bonus track,2,182,448247
8119,Bryson Tiller ,Rain Interlude,2,124,447681
8120,Lil Peep ,U Said,2,129,447670
8121,Tory Lanez ,Yessirr,2,180,447124
8122,TWICE ,The Feels,2,174,447000
8123,Fiona Apple ,Relay,2,162,446821
8124,YG ,Who Do You Love?,9,140,446227
8125,Lovejoy ,Cause for Concern,2,131,446188
8126,Austin Mahone ,Dirty Work,5,102,446145
8127,Fall Out Boy ,Wilson (Expensive Mistakes),2,122,445056
8128,Anuel AA ,El Problema,2,174,444022
8129,Bryson Tiller ,Before You Judge,2,135,443184
8130,Outkast ,Ms. Jackson,2,200,442390
8131,Good Gas ,How I Feel,2,136,440563
8132,Tyga ,Goddamn,2,178,440347
8133,Nessa Barrett ,la di die,2,161,440263
8134,Cordae ,Have Mercy,2,196,439998
8135,JID ,Westbrook,2,183,439787
8136,PARTYNEXTDOOR ,NOTHING LESS,1,55,439512
8137,Yung Anime ,Blueberry faygo,2,155,439361
8138,Logic ,Stainless,4,130,439006
8139,G,Eazy  Intro,4,120,437206
8140,Future ,Neva Missa Lost,2,130,437013
8141,Earl Sweatshirt ,Shattered Dreams,1,96,436970
8142,townhall ,Get with You,1,35,436918
8143,The Beatles ,Blackbird  Remastered,4,141,436873
8144,Maddie & Tae ,Girl In A Country Song,8,164,436699
8145,2Pac ,Ambitionz Az A Ridah,2,132,436601
8146,Mir0sama ,BAG SZN,2,175,436317
8147,Melanie Martinez ,Detention,2,170,435813
8148,Rich The Kid ,Go Up,2,183,435763
8149,Big Sean ,Outro,5,95,435469
8150,Miley Cyrus ,Bad Karma,2,193,435457
8151,Drake ,Marvins Room,3,120,433587
8152,Marshmello ,Fly,2,163,433307
8153,Ben Platt ,Found/Tonight,2,155,432626
8154,Niall Horan ,On The Loose,2,145,432190
8155,Miranda Lambert ,Vice,3,121,432134
8156,Ed Sheeran ,Give Me Love,6,109,431030
8157,Childish Gambino ,42.26,2,175,431017
8158,Kid Cudi ,Frequency,2,111,430787
8159,Lady Gaga ,Sinner's Prayer,3,131,430699
8160,The Notorious B.I.G. ,Juicy,2,122,430253
8161,Shawn Mendes ,Higher,1,65,429939
8162,Noname ,Song 33,1,54,429893
8163,Bruno Mars ,Too Good to Say Goodbye,3,172,429797
8164,Trippie Redd ,Love Scars 4,1,60,429796
8165,Nicki Minaj ,ChiRaq,1,61,429625
8166,Future ,Shotgun,1,77,429351
8167,RM ,Still Life,1,100,429234
8168,"Tyler, The Creator ","Enjoy Right Now, Today",2,145,429201
8169,2 Chainz ,Saturday Night,2,134,429167
8170,5 Seconds of Summer ,Waste The Night,4,101,429156
8171,Logic ,illuminatro,3,136,428610
8172,Drake ,Charged Up,5,137,427572
8173,Tory Lanez ,Why DON'T You LOVE me?,2,197,427444
8174,A$AP Mob ,Frat Rules,2,154,427135
8175,BTS ,Skit,1,63,426916
8176,Solange ,Things I Imagined,1,82,426851
8177,Lady Gaga ,Poker Face,2,85,426721
8178,Jason Aldean ,Drowns The Whiskey,2,174,426363
8179,The Beatles ,Get Back  Remastered,4,114,426214
8180,Luke Bryan ,Light It Up,2,157,426007
8181,Gotye ,Somebody That I Used To Know,2,196,425517
8182,Bon Iver ,21 M◊◊N WATER,3,153,424950
8183,Future ,Walk On Minks,2,166,424386
8184,Ashe ,Till Forever Falls Apart,2,191,424121
8185,Eddie Rabbitt ,Rockin' Around The Christmas Tree,6,96,422776
8186,The Beatles ,I Want To Hold Your Hand  Remastered 2015,4,121,422530
8187,Dylan Scott ,Nobody,2,190,421965
8188,Smokepurpp ,Do Not Disturb,2,187,421476
8189,Jon Bellion ,Conversations with my Wife,1,89,421433
8190,Jordi Rivera ,ON THAT ASS,2,168,421389
8191,Bryson Tiller ,Nevermind This Interlude,2,148,421197
8192,French Montana ,Jump,2,97,420614
8193,Imagine Dragons ,Smoke And Mirrors,5,90,420459
8194,Niko Moon ,GOOD TIME,2,197,419996
8195,Ryan Adams ,Blank Space,3,74,419023
8196,Audioslave ,Show Me How to Live,2,130,418769
8197,Carrie Underwood ,The Champion,2,162,418469
8198,Future ,Colossal,5,131,418168
8199,Shawn Mendes ,Call My Friends,1,70,418138
8200,Missy Elliott ,Work It,5,71,417703
8201,JoeLew ,Verified,1,68,417623
8202,Rihanna ,Lift Me Up  Instrumental,1,76,416754
8203,DJ Khaled ,Hold You Down,7,183,416712
8204,Lana Del Rey ,Honeymoon,4,94,416659
8205,Halsey ,Hurricane,5,168,416640
8206,Katy Perry ,Never Worn White,1,97,416495
8207,The Beatles ,Eleanor Rigby  Remastered 2009,3,97,416298
8208,TWICE ,I CAN'T STOP ME,2,152,415025
8209,Pop Smoke ,8Ball,1,73,414103
8210,David Bowie ,The Man Who Sold The World  1999 Remastered Version,3,91,413891
8211,Meek Mill ,Stand Up,4,96,413873
8212,Meek Mill ,We Ball,2,152,413871
8213,Selena Gomez ,Survivors,4,126,412968
8214,Lil Wayne ,Kobe Bryant,1,59,412516
8215,The 1975 ,I Always Wanna Die (Sometimes),1,112,412271
8216,Amy Kaylee ,,2,125,412133
8217,Nicki Minaj ,Best I Ever Had Remix,1,63,411991
8218,YBN Nahmir ,Baby 8,2,182,411437
8219,2 Chainz ,Riverdale Rd,2,154,410718
8220,Kiiara ,Messy,2,188,410444
8221,Jhené Aiko ,Lotus  intro,1,102,410364
8222,Trippie Redd ,Let It Out,1,67,409900
8223,Shawn Mendes ,24 Hours,1,72,409202
8224,Troye Sivan ,WILD,3,109,409191
8225,Birdy ,Skinny Love,6,159,408707
8226,Celeste ,Strange,2,160,408630
8227,Ariana Grande ,Wit It This Christmas,4,149,408403
8228,Lana Del Rey ,Coachella  Woodstock In My Mind,2,169,407685
8229,TWICE ,MORE & MORE,2,179,407532
8230,Fall Out Boy ,Champion,2,150,407444
8231,fun. ,We Are Young,2,114,407355
8232,D'Angelo ,Ain't That Easy,4,60,405797
8233,Red Hot Chili Peppers ,The Getaway,3,133,405527
8234,Ed Sheeran ,Celestial,1,57,404808
8235,The Game ,Ryda,5,114,404745
8236,Solange ,Down With the Clique,1,94,404378
8237,Kehlani ,Escape,2,112,404228
8238,BRS Kash ,Throat Baby (Go Baby),2,185,404192
8239,Yo Gotti ,Down In the DM,4,185,404093
8240,Wiz Khalifa ,Celebrate,3,102,403809
8241,NAV ,I'm Ready,1,76,403567
8242,Tom Petty and the Heartbreakers ,Refugee,1,65,403155
8243,NAV ,Brown Boy,1,74,402477
8244,Gorillaz ,We Got The Power,2,167,402192
8245,David Bowie ,'Tis a Pity She Was a Whore,2,56,402111
8246,Vince Guaraldi Trio ,Christmas Time Is Here,1,163,402025
8247,Russ ,Alone,2,180,401565
8248,Hanson ,What Christmas Means To Me,1,164,401122
8249,Future ,Turn On Me,2,162,400957
8250,NAV ,Perfect Timing (Intro),2,167,400287
8251,Shawn Mendes ,Dream,1,77,399951
8252,Katy Perry ,California Gurls,3,66,399754
8253,RM ,Yun,1,120,399650
8254,Ella Fitzgerald ,We Three Kings  Remastered,1,165,399637
8255,Kid Cudi ,Surfin',2,90,397630
8256,P!nk ,Beautiful Trauma,2,180,397629
8257,The xx ,I Dare You,2,100,397614
8258,Lil Peep ,The Brightside,2,167,397202
8259,Young Thug ,Family Don't Matter,2,139,397068
8260,Otis Redding ,Stand by Me,2,155,396983
8261,Gwen Stefani ,Make Me Like You,3,124,396857
8262,TOOL ,Litanie contre la Peur,1,88,396742
8263,A Tribe Called Quest ,Mobius,3,172,396617
8264,Maroon 5 ,She Will Be Loved,3,119,396460
8265,D'Angelo ,Sugah Daddy,4,58,396065
8266,Trippie Redd ,Moonlight,1,70,395741
8267,Darlene Love ,White Christmas,3,32,395167
8268,Calvin Harris ,Hard to Love,2,141,394876
8269,Young Thug ,Tsunami,1,77,394851
8270,Pentatonix ,Can't Sleep Love,4,141,394191
8271,$uicideboy$ ,Center Core Never More,1,139,393778
8272,Meghan Trainor ,NO EXCUSES,2,200,393430
8273,Lana Del Rey ,Tomorrow Never Came,2,178,393350
8274,Calvin Harris ,Open Wide,7,139,393019
8275,Ski Mask The Slump God ,Get Geeked,1,126,392799
8276,Tory Lanez ,Skrt Skrt,2,175,392587
8277,5 Seconds of Summer ,Permanent Vacation,4,136,392541
8278,PARTYNEXTDOOR ,Rendezvous,2,138,391949
8279,Usher ,Wait For It,2,109,391896
8280,Ed Sheeran ,One,6,155,391877
8281,Spice Girls ,Wannabe,4,164,391693
8282,Earl Sweatshirt ,24th December,1,128,391431
8283,5 Seconds of Summer ,Broken Home,4,134,391321
8284,Lil Baby ,Chastised,1,129,390836
8285,Destiny's Child ,Say My Name,4,136,390010
8286,Pharrell Williams ,Entrepreneur,1,64,389678
8287,Takeoff ,None To Me,1,89,388978
8288,Lana Del Rey ,God Bless America  And All The Beautiful Women In It,2,172,388734
8289,Arctic Monkeys ,I Ain’t Quite Where I Think I Am,1,80,388699
8290,Ariana Grande ,I Don't Care,3,168,388652
8291,George Michael ,Freedom! '90,2,77,388307
8292,Jay Critch ,Fashion,2,179,388154
8293,blackbear ,anxiety,2,185,387946
8294,PARTYNEXTDOOR ,TURN UP,1,73,387358
8295,The xx ,Dangerous,2,109,387294
8296,Prxxy ,Sunset,2,178,387264
8297,Bon Iver ,Naeem,1,73,387073
8298,Zach Bryan ,Late July,1,89,386901
8299,Carrie Underwood ,Little Toy Guns,5,186,386842
8300,Nicki Minaj ,Crocodile Teeth,1,68,386727
8301,Twenty One Pilots ,Goner,4,111,386519
8302,Young Stoner Life ,Superstar,1,56,386455
8303,Ugly God ,No Lies,2,127,385816
8304,Brent Faiyaz ,SKIT: OBLIVION,1,70,385760
8305,Flume ,Highest Building,1,91,384309
8306,Twenty One Pilots ,Not Today,4,115,384157
8307,Snoop Dogg ,Drop It Like It's Hot,3,173,384004
8308,Twenty One Pilots ,Hometown,4,114,383710
8309,Anne,Marie  Our Song,1,83,383580
8310,Quavo ,SWING,1,86,383198
8311,Miranda Lambert ,Somethin' Bad  (Duet with Carrie Underwood),6,102,383109
8312,YNW Melly ,Two Face,1,84,382797
8313,Dillon Francis ,Anywhere,2,89,382491
8314,XXXTENTACION ,FUXK,1,87,382236
